Initial Investment:		1
Recurring Monthly Investment:	1
Start Month:			1
Start Year:			1
End Month:			12
End Year:			10000
Annual Rate of Return (%):	1
--- Output ---
828.08) 9932/4699852/4689920/99.79%
828.09) 9933/4703769/4693836/99.79%
828.10) 9934/4707690/4697756/99.79%
828.11) 9935/4711614/4701679/99.79%
828.12) 9936/4715541/4705605/99.79%
829.01) 9937/4719472/4709535/99.79%
829.02) 9938/4723406/4713468/99.79%
829.03) 9939/4727343/4717404/99.79%
829.04) 9940/4731284/4721344/99.79%
829.05) 9941/4735227/4725286/99.79%
829.06) 9942/4739174/4729232/99.79%
829.07) 9943/4743125/4733182/99.79%
829.08) 9944/4747078/4737134/99.79%
829.09) 9945/4751035/4741090/99.79%
829.10) 9946/4754995/4745049/99.79%
829.11) 9947/4758959/4749012/99.79%
829.12) 9948/4762926/4752978/99.79%
830.01) 9949/4766896/4756947/99.79%
830.02) 9950/4770869/4760919/99.79%
830.03) 9951/4774846/4764895/99.79%
830.04) 9952/4778826/4768874/99.79%
830.05) 9953/4782809/4772856/99.79%
830.06) 9954/4786796/4776842/99.79%
830.07) 9955/4790786/4780831/99.79%
830.08) 9956/4794779/4784823/99.79%
830.09) 9957/4798776/4788819/99.79%
830.10) 9958/4802776/4792818/99.79%
830.11) 9959/4806779/4796820/99.79%
830.12) 9960/4810786/4800826/99.79%
831.01) 9961/4814796/4804835/99.79%
831.02) 9962/4818809/4808847/99.79%
831.03) 9963/4822826/4812863/99.79%
831.04) 9964/4826846/4816882/99.79%
831.05) 9965/4830869/4820904/99.79%
831.06) 9966/4834896/4824930/99.79%
831.07) 9967/4838926/4828959/99.79%
831.08) 9968/4842960/4832992/99.79%
831.09) 9969/4846996/4837027/99.79%
831.10) 9970/4851036/4841066/99.79%
831.11) 9971/4855080/4845109/99.79%
831.12) 9972/4859127/4849155/99.79%
832.01) 9973/4863177/4853204/99.79%
832.02) 9974/4867231/4857257/99.8%
832.03) 9975/4871288/4861313/99.8%
832.04) 9976/4875348/4865372/99.8%
832.05) 9977/4879412/4869435/99.8%
832.06) 9978/4883479/4873501/99.8%
832.07) 9979/4887550/4877571/99.8%
832.08) 9980/4891624/4881644/99.8%
832.09) 9981/4895701/4885720/99.8%
832.10) 9982/4899782/4889800/99.8%
832.11) 9983/4903866/4893883/99.8%
832.12) 9984/4907954/4897970/99.8%
833.01) 9985/4912045/4902060/99.8%
833.02) 9986/4916139/4906153/99.8%
833.03) 9987/4920237/4910250/99.8%
833.04) 9988/4924338/4914350/99.8%
833.05) 9989/4928442/4918453/99.8%
833.06) 9990/4932551/4922561/99.8%
833.07) 9991/4936662/4926671/99.8%
833.08) 9992/4940777/4930785/99.8%
833.09) 9993/4944895/4934902/99.8%
833.10) 9994/4949017/4939023/99.8%
833.11) 9995/4953142/4943147/99.8%
833.12) 9996/4957271/4947275/99.8%
834.01) 9997/4961403/4951406/99.8%
834.02) 9998/4965538/4955540/99.8%
834.03) 9999/4969677/4959678/99.8%
834.04) 10000/4973820/4963820/99.8%
834.05) 10001/4977965/4967964/99.8%
834.06) 10002/4982115/4972113/99.8%
834.07) 10003/4986268/4976265/99.8%
834.08) 10004/4990424/4980420/99.8%
834.09) 10005/4994583/4984578/99.8%
834.10) 10006/4998747/4988741/99.8%
834.11) 10007/5002913/4992906/99.8%
834.12) 10008/5007083/4997075/99.8%
835.01) 10009/5011257/5001248/99.8%
835.02) 10010/5015434/5005424/99.8%
835.03) 10011/5019614/5009603/99.8%
835.04) 10012/5023798/5013786/99.8%
835.05) 10013/5027986/5017973/99.8%
835.06) 10014/5032177/5022163/99.8%
835.07) 10015/5036371/5026356/99.8%
835.08) 10016/5040569/5030553/99.8%
835.09) 10017/5044771/5034754/99.8%
835.10) 10018/5048976/5038958/99.8%
835.11) 10019/5053184/5043165/99.8%
835.12) 10020/5057396/5047376/99.8%
836.01) 10021/5061612/5051591/99.8%
836.02) 10022/5065831/5055809/99.8%
836.03) 10023/5070053/5060030/99.8%
836.04) 10024/5074279/5064255/99.8%
836.05) 10025/5078509/5068484/99.8%
836.06) 10026/5082742/5072716/99.8%
836.07) 10027/5086979/5076952/99.8%
836.08) 10028/5091219/5081191/99.8%
836.09) 10029/5095463/5085434/99.8%
836.10) 10030/5099710/5089680/99.8%
836.11) 10031/5103961/5093930/99.8%
836.12) 10032/5108215/5098183/99.8%
837.01) 10033/5112473/5102440/99.8%
837.02) 10034/5116734/5106700/99.8%
837.03) 10035/5120999/5110964/99.8%
837.04) 10036/5125267/5115231/99.8%
837.05) 10037/5129540/5119503/99.8%
837.06) 10038/5133815/5123777/99.8%
837.07) 10039/5138094/5128055/99.8%
837.08) 10040/5142377/5132337/99.8%
837.09) 10041/5146663/5136622/99.8%
837.10) 10042/5150953/5140911/99.81%
837.11) 10043/5155247/5145204/99.81%
837.12) 10044/5159544/5149500/99.81%
838.01) 10045/5163844/5153799/99.81%
838.02) 10046/5168149/5158103/99.81%
838.03) 10047/5172456/5162409/99.81%
838.04) 10048/5176768/5166720/99.81%
838.05) 10049/5181083/5171034/99.81%
838.06) 10050/5185401/5175351/99.81%
838.07) 10051/5189723/5179672/99.81%
838.08) 10052/5194049/5183997/99.81%
838.09) 10053/5198379/5188326/99.81%
838.10) 10054/5202712/5192658/99.81%
838.11) 10055/5207048/5196993/99.81%
838.12) 10056/5211388/5201332/99.81%
839.01) 10057/5215732/5205675/99.81%
839.02) 10058/5220080/5210022/99.81%
839.03) 10059/5224431/5214372/99.81%
839.04) 10060/5228785/5218725/99.81%
839.05) 10061/5233144/5223083/99.81%
839.06) 10062/5237506/5227444/99.81%
839.07) 10063/5241871/5231808/99.81%
839.08) 10064/5246241/5236177/99.81%
839.09) 10065/5250613/5240548/99.81%
839.10) 10066/5254990/5244924/99.81%
839.11) 10067/5259370/5249303/99.81%
839.12) 10068/5263754/5253686/99.81%
840.01) 10069/5268141/5258072/99.81%
840.02) 10070/5272532/5262462/99.81%
840.03) 10071/5276927/5266856/99.81%
840.04) 10072/5281326/5271254/99.81%
840.05) 10073/5285728/5275655/99.81%
840.06) 10074/5290134/5280060/99.81%
840.07) 10075/5294543/5284468/99.81%
840.08) 10076/5298956/5288880/99.81%
840.09) 10077/5303373/5293296/99.81%
840.10) 10078/5307793/5297715/99.81%
840.11) 10079/5312218/5302139/99.81%
840.12) 10080/5316645/5306565/99.81%
841.01) 10081/5321077/5310996/99.81%
841.02) 10082/5325512/5315430/99.81%
841.03) 10083/5329951/5319868/99.81%
841.04) 10084/5334394/5324310/99.81%
841.05) 10085/5338840/5328755/99.81%
841.06) 10086/5343290/5333204/99.81%
841.07) 10087/5347744/5337657/99.81%
841.08) 10088/5352201/5342113/99.81%
841.09) 10089/5356662/5346573/99.81%
841.10) 10090/5361127/5351037/99.81%
841.11) 10091/5365596/5355505/99.81%
841.12) 10092/5370068/5359976/99.81%
842.01) 10093/5374544/5364451/99.81%
842.02) 10094/5379024/5368930/99.81%
842.03) 10095/5383508/5373413/99.81%
842.04) 10096/5387995/5377899/99.81%
842.05) 10097/5392486/5382389/99.81%
842.06) 10098/5396981/5386883/99.81%
842.07) 10099/5401479/5391380/99.81%
842.08) 10100/5405981/5395881/99.81%
842.09) 10101/5410487/5400386/99.81%
842.10) 10102/5414997/5404895/99.81%
842.11) 10103/5419511/5409408/99.81%
842.12) 10104/5424028/5413924/99.81%
843.01) 10105/5428549/5418444/99.81%
843.02) 10106/5433074/5422968/99.81%
843.03) 10107/5437602/5427495/99.81%
843.04) 10108/5442135/5432027/99.81%
843.05) 10109/5446671/5436562/99.81%
843.06) 10110/5451211/5441101/99.81%
843.07) 10111/5455754/5445643/99.81%
843.08) 10112/5460302/5450190/99.81%
843.09) 10113/5464853/5454740/99.81%
843.10) 10114/5469408/5459294/99.82%
843.11) 10115/5473967/5463852/99.82%
843.12) 10116/5478529/5468413/99.82%
844.01) 10117/5483096/5472979/99.82%
844.02) 10118/5487666/5477548/99.82%
844.03) 10119/5492240/5482121/99.82%
844.04) 10120/5496818/5486698/99.82%
844.05) 10121/5501400/5491279/99.82%
844.06) 10122/5505985/5495863/99.82%
844.07) 10123/5510575/5500452/99.82%
844.08) 10124/5515168/5505044/99.82%
844.09) 10125/5519765/5509640/99.82%
844.10) 10126/5524365/5514239/99.82%
844.11) 10127/5528970/5518843/99.82%
844.12) 10128/5533579/5523451/99.82%
845.01) 10129/5538191/5528062/99.82%
845.02) 10130/5542807/5532677/99.82%
845.03) 10131/5547427/5537296/99.82%
845.04) 10132/5552051/5541919/99.82%
845.05) 10133/5556679/5546546/99.82%
845.06) 10134/5561310/5551176/99.82%
845.07) 10135/5565946/5555811/99.82%
845.08) 10136/5570585/5560449/99.82%
845.09) 10137/5575228/5565091/99.82%
845.10) 10138/5579875/5569737/99.82%
845.11) 10139/5584526/5574387/99.82%
845.12) 10140/5589181/5579041/99.82%
846.01) 10141/5593839/5583698/99.82%
846.02) 10142/5598502/5588360/99.82%
846.03) 10143/5603168/5593025/99.82%
846.04) 10144/5607839/5597695/99.82%
846.05) 10145/5612513/5602368/99.82%
846.06) 10146/5617191/5607045/99.82%
846.07) 10147/5621873/5611726/99.82%
846.08) 10148/5626559/5616411/99.82%
846.09) 10149/5631249/5621100/99.82%
846.10) 10150/5635942/5625792/99.82%
846.11) 10151/5640640/5630489/99.82%
846.12) 10152/5645342/5635190/99.82%
847.01) 10153/5650047/5639894/99.82%
847.02) 10154/5654756/5644602/99.82%
847.03) 10155/5659470/5649315/99.82%
847.04) 10156/5664187/5654031/99.82%
847.05) 10157/5668908/5658751/99.82%
847.06) 10158/5673633/5663475/99.82%
847.07) 10159/5678362/5668203/99.82%
847.08) 10160/5683095/5672935/99.82%
847.09) 10161/5687832/5677671/99.82%
847.10) 10162/5692573/5682411/99.82%
847.11) 10163/5697318/5687155/99.82%
847.12) 10164/5702066/5691902/99.82%
848.01) 10165/5706819/5696654/99.82%
848.02) 10166/5711576/5701410/99.82%
848.03) 10167/5716336/5706169/99.82%
848.04) 10168/5721101/5710933/99.82%
848.05) 10169/5725870/5715701/99.82%
848.06) 10170/5730642/5720472/99.82%
848.07) 10171/5735419/5725248/99.82%
848.08) 10172/5740199/5730027/99.82%
848.09) 10173/5744984/5734811/99.82%
848.10) 10174/5749772/5739598/99.82%
848.11) 10175/5754565/5744390/99.82%
848.12) 10176/5759361/5749185/99.82%
849.01) 10177/5764162/5753985/99.82%
849.02) 10178/5768966/5758788/99.82%
849.03) 10179/5773775/5763596/99.82%
849.04) 10180/5778587/5768407/99.82%
849.05) 10181/5783404/5773223/99.82%
849.06) 10182/5788224/5778042/99.82%
849.07) 10183/5793049/5782866/99.82%
849.08) 10184/5797877/5787693/99.82%
849.09) 10185/5802710/5792525/99.82%
849.10) 10186/5807546/5797360/99.82%
849.11) 10187/5812387/5802200/99.82%
849.12) 10188/5817232/5807044/99.82%
850.01) 10189/5822080/5811891/99.82%
850.02) 10190/5826933/5816743/99.83%
850.03) 10191/5831790/5821599/99.83%
850.04) 10192/5836651/5826459/99.83%
850.05) 10193/5841516/5831323/99.83%
850.06) 10194/5846384/5836190/99.83%
850.07) 10195/5851257/5841062/99.83%
850.08) 10196/5856134/5845938/99.83%
850.09) 10197/5861016/5850819/99.83%
850.10) 10198/5865901/5855703/99.83%
850.11) 10199/5870790/5860591/99.83%
850.12) 10200/5875683/5865483/99.83%
851.01) 10201/5880581/5870380/99.83%
851.02) 10202/5885482/5875280/99.83%
851.03) 10203/5890388/5880185/99.83%
851.04) 10204/5895297/5885093/99.83%
851.05) 10205/5900211/5890006/99.83%
851.06) 10206/5905129/5894923/99.83%
851.07) 10207/5910051/5899844/99.83%
851.08) 10208/5914977/5904769/99.83%
851.09) 10209/5919907/5909698/99.83%
851.10) 10210/5924841/5914631/99.83%
851.11) 10211/5929780/5919569/99.83%
851.12) 10212/5934722/5924510/99.83%
852.01) 10213/5939669/5929456/99.83%
852.02) 10214/5944620/5934406/99.83%
852.03) 10215/5949574/5939359/99.83%
852.04) 10216/5954533/5944317/99.83%
852.05) 10217/5959497/5949280/99.83%
852.06) 10218/5964464/5954246/99.83%
852.07) 10219/5969435/5959216/99.83%
852.08) 10220/5974411/5964191/99.83%
852.09) 10221/5979390/5969169/99.83%
852.10) 10222/5984374/5974152/99.83%
852.11) 10223/5989362/5979139/99.83%
852.12) 10224/5994354/5984130/99.83%
853.01) 10225/5999351/5989126/99.83%
853.02) 10226/6004351/5994125/99.83%
853.03) 10227/6009356/5999129/99.83%
853.04) 10228/6014365/6004137/99.83%
853.05) 10229/6019377/6009148/99.83%
853.06) 10230/6024395/6014165/99.83%
853.07) 10231/6029416/6019185/99.83%
853.08) 10232/6034441/6024209/99.83%
853.09) 10233/6039471/6029238/99.83%
853.10) 10234/6044505/6034271/99.83%
853.11) 10235/6049543/6039308/99.83%
853.12) 10236/6054585/6044349/99.83%
854.01) 10237/6059632/6049395/99.83%
854.02) 10238/6064683/6054445/99.83%
854.03) 10239/6069738/6059499/99.83%
854.04) 10240/6074797/6064557/99.83%
854.05) 10241/6079860/6069619/99.83%
854.06) 10242/6084928/6074686/99.83%
854.07) 10243/6089999/6079756/99.83%
854.08) 10244/6095075/6084831/99.83%
854.09) 10245/6100156/6089911/99.83%
854.10) 10246/6105240/6094994/99.83%
854.11) 10247/6110329/6100082/99.83%
854.12) 10248/6115422/6105174/99.83%
855.01) 10249/6120519/6110270/99.83%
855.02) 10250/6125620/6115370/99.83%
855.03) 10251/6130726/6120475/99.83%
855.04) 10252/6135836/6125584/99.83%
855.05) 10253/6140950/6130697/99.83%
855.06) 10254/6146069/6135815/99.83%
855.07) 10255/6151191/6140936/99.83%
855.08) 10256/6156318/6146062/99.83%
855.09) 10257/6161449/6151192/99.83%
855.10) 10258/6166585/6156327/99.83%
855.11) 10259/6171725/6161466/99.83%
855.12) 10260/6176869/6166609/99.83%
856.01) 10261/6182017/6171756/99.83%
856.02) 10262/6187170/6176908/99.83%
856.03) 10263/6192327/6182064/99.83%
856.04) 10264/6197488/6187224/99.83%
856.05) 10265/6202654/6192389/99.83%
856.06) 10266/6207824/6197558/99.83%
856.07) 10267/6212998/6202731/99.83%
856.08) 10268/6218176/6207908/99.83%
856.09) 10269/6223359/6213090/99.83%
856.10) 10270/6228546/6218276/99.84%
856.11) 10271/6233738/6223467/99.84%
856.12) 10272/6238934/6228662/99.84%
857.01) 10273/6244134/6233861/99.84%
857.02) 10274/6249338/6239064/99.84%
857.03) 10275/6254547/6244272/99.84%
857.04) 10276/6259760/6249484/99.84%
857.05) 10277/6264978/6254701/99.84%
857.06) 10278/6270199/6259921/99.84%
857.07) 10279/6275426/6265147/99.84%
857.08) 10280/6280656/6270376/99.84%
857.09) 10281/6285891/6275610/99.84%
857.10) 10282/6291130/6280848/99.84%
857.11) 10283/6296374/6286091/99.84%
857.12) 10284/6301622/6291338/99.84%
858.01) 10285/6306874/6296589/99.84%
858.02) 10286/6312131/6301845/99.84%
858.03) 10287/6317392/6307105/99.84%
858.04) 10288/6322657/6312369/99.84%
858.05) 10289/6327927/6317638/99.84%
858.06) 10290/6333202/6322912/99.84%
858.07) 10291/6338480/6328189/99.84%
858.08) 10292/6343763/6333471/99.84%
858.09) 10293/6349051/6338758/99.84%
858.10) 10294/6354343/6344049/99.84%
858.11) 10295/6359639/6349344/99.84%
858.12) 10296/6364940/6354644/99.84%
859.01) 10297/6370245/6359948/99.84%
859.02) 10298/6375554/6365256/99.84%
859.03) 10299/6380868/6370569/99.84%
859.04) 10300/6386187/6375887/99.84%
859.05) 10301/6391509/6381208/99.84%
859.06) 10302/6396837/6386535/99.84%
859.07) 10303/6402168/6391865/99.84%
859.08) 10304/6407505/6397201/99.84%
859.09) 10305/6412845/6402540/99.84%
859.10) 10306/6418190/6407884/99.84%
859.11) 10307/6423540/6413233/99.84%
859.12) 10308/6428894/6418586/99.84%
860.01) 10309/6434252/6423943/99.84%
860.02) 10310/6439615/6429305/99.84%
860.03) 10311/6444982/6434671/99.84%
860.04) 10312/6450354/6440042/99.84%
860.05) 10313/6455730/6445417/99.84%
860.06) 10314/6461111/6450797/99.84%
860.07) 10315/6466496/6456181/99.84%
860.08) 10316/6471886/6461570/99.84%
860.09) 10317/6477280/6466963/99.84%
860.10) 10318/6482679/6472361/99.84%
860.11) 10319/6488082/6477763/99.84%
860.12) 10320/6493490/6483170/99.84%
861.01) 10321/6498902/6488581/99.84%
861.02) 10322/6504319/6493997/99.84%
861.03) 10323/6509740/6499417/99.84%
861.04) 10324/6515166/6504842/99.84%
861.05) 10325/6520596/6510271/99.84%
861.06) 10326/6526031/6515705/99.84%
861.07) 10327/6531471/6521144/99.84%
861.08) 10328/6536915/6526587/99.84%
861.09) 10329/6542363/6532034/99.84%
861.10) 10330/6547816/6537486/99.84%
861.11) 10331/6553273/6542942/99.84%
861.12) 10332/6558735/6548403/99.84%
862.01) 10333/6564202/6553869/99.84%
862.02) 10334/6569673/6559339/99.84%
862.03) 10335/6575149/6564814/99.84%
862.04) 10336/6580629/6570293/99.84%
862.05) 10337/6586114/6575777/99.84%
862.06) 10338/6591604/6581266/99.84%
862.07) 10339/6597098/6586759/99.84%
862.08) 10340/6602596/6592256/99.84%
862.09) 10341/6608099/6597758/99.84%
862.10) 10342/6613607/6603265/99.84%
862.11) 10343/6619119/6608776/99.84%
862.12) 10344/6624636/6614292/99.84%
863.01) 10345/6630158/6619813/99.84%
863.02) 10346/6635684/6625338/99.84%
863.03) 10347/6641215/6630868/99.84%
863.04) 10348/6646750/6636402/99.84%
863.05) 10349/6652290/6641941/99.84%
863.06) 10350/6657835/6647485/99.84%
863.07) 10351/6663384/6653033/99.84%
863.08) 10352/6668938/6658586/99.84%
863.09) 10353/6674496/6664143/99.84%
863.10) 10354/6680059/6669705/99.85%
863.11) 10355/6685627/6675272/99.85%
863.12) 10356/6691199/6680843/99.85%
864.01) 10357/6696776/6686419/99.85%
864.02) 10358/6702358/6692000/99.85%
864.03) 10359/6707944/6697585/99.85%
864.04) 10360/6713535/6703175/99.85%
864.05) 10361/6719131/6708770/99.85%
864.06) 10362/6724731/6714369/99.85%
864.07) 10363/6730336/6719973/99.85%
864.08) 10364/6735946/6725582/99.85%
864.09) 10365/6741560/6731195/99.85%
864.10) 10366/6747179/6736813/99.85%
864.11) 10367/6752802/6742435/99.85%
864.12) 10368/6758431/6748063/99.85%
865.01) 10369/6764064/6753695/99.85%
865.02) 10370/6769702/6759332/99.85%
865.03) 10371/6775344/6764973/99.85%
865.04) 10372/6780991/6770619/99.85%
865.05) 10373/6786643/6776270/99.85%
865.06) 10374/6792299/6781925/99.85%
865.07) 10375/6797961/6787586/99.85%
865.08) 10376/6803627/6793251/99.85%
865.09) 10377/6809297/6798920/99.85%
865.10) 10378/6814973/6804595/99.85%
865.11) 10379/6820653/6810274/99.85%
865.12) 10380/6826338/6815958/99.85%
866.01) 10381/6832027/6821646/99.85%
866.02) 10382/6837722/6827340/99.85%
866.03) 10383/6843421/6833038/99.85%
866.04) 10384/6849125/6838741/99.85%
866.05) 10385/6854833/6844448/99.85%
866.06) 10386/6860547/6850161/99.85%
866.07) 10387/6866265/6855878/99.85%
866.08) 10388/6871988/6861600/99.85%
866.09) 10389/6877715/6867326/99.85%
866.10) 10390/6883448/6873058/99.85%
866.11) 10391/6889185/6878794/99.85%
866.12) 10392/6894927/6884535/99.85%
867.01) 10393/6900674/6890281/99.85%
867.02) 10394/6906425/6896031/99.85%
867.03) 10395/6912182/6901787/99.85%
867.04) 10396/6917943/6907547/99.85%
867.05) 10397/6923709/6913312/99.85%
867.06) 10398/6929480/6919082/99.85%
867.07) 10399/6935255/6924856/99.85%
867.08) 10400/6941035/6930635/99.85%
867.09) 10401/6946821/6936420/99.85%
867.10) 10402/6952611/6942209/99.85%
867.11) 10403/6958406/6948003/99.85%
867.12) 10404/6964205/6953801/99.85%
868.01) 10405/6970010/6959605/99.85%
868.02) 10406/6975819/6965413/99.85%
868.03) 10407/6981633/6971226/99.85%
868.04) 10408/6987452/6977044/99.85%
868.05) 10409/6993276/6982867/99.85%
868.06) 10410/6999105/6988695/99.85%
868.07) 10411/7004938/6994527/99.85%
868.08) 10412/7010777/7000365/99.85%
868.09) 10413/7016620/7006207/99.85%
868.10) 10414/7022468/7012054/99.85%
868.11) 10415/7028321/7017906/99.85%
868.12) 10416/7034179/7023763/99.85%
869.01) 10417/7040042/7029625/99.85%
869.02) 10418/7045910/7035492/99.85%
869.03) 10419/7051783/7041364/99.85%
869.04) 10420/7057660/7047240/99.85%
869.05) 10421/7063542/7053121/99.85%
869.06) 10422/7069430/7059008/99.85%
869.07) 10423/7075322/7064899/99.85%
869.08) 10424/7081219/7070795/99.85%
869.09) 10425/7087121/7076696/99.85%
869.10) 10426/7093028/7082602/99.85%
869.11) 10427/7098940/7088513/99.85%
869.12) 10428/7104857/7094429/99.85%
870.01) 10429/7110778/7100349/99.85%
870.02) 10430/7116705/7106275/99.85%
870.03) 10431/7122636/7112205/99.85%
870.04) 10432/7128573/7118141/99.85%
870.05) 10433/7134515/7124082/99.85%
870.06) 10434/7140461/7130027/99.85%
870.07) 10435/7146412/7135977/99.85%
870.08) 10436/7152369/7141933/99.85%
870.09) 10437/7158330/7147893/99.85%
870.10) 10438/7164296/7153858/99.85%
870.11) 10439/7170267/7159828/99.85%
870.12) 10440/7176244/7165804/99.85%
871.01) 10441/7182225/7171784/99.85%
871.02) 10442/7188211/7177769/99.85%
871.03) 10443/7194202/7183759/99.85%
871.04) 10444/7200198/7189754/99.85%
871.05) 10445/7206200/7195755/99.86%
871.06) 10446/7212206/7201760/99.86%
871.07) 10447/7218217/7207770/99.86%
871.08) 10448/7224233/7213785/99.86%
871.09) 10449/7230254/7219805/99.86%
871.10) 10450/7236281/7225831/99.86%
871.11) 10451/7242312/7231861/99.86%
871.12) 10452/7248348/7237896/99.86%
872.01) 10453/7254389/7243936/99.86%
872.02) 10454/7260436/7249982/99.86%
872.03) 10455/7266487/7256032/99.86%
872.04) 10456/7272543/7262087/99.86%
872.05) 10457/7278605/7268148/99.86%
872.06) 10458/7284671/7274213/99.86%
872.07) 10459/7290743/7280284/99.86%
872.08) 10460/7296820/7286360/99.86%
872.09) 10461/7302901/7292440/99.86%
872.10) 10462/7308988/7298526/99.86%
872.11) 10463/7315080/7304617/99.86%
872.12) 10464/7321177/7310713/99.86%
873.01) 10465/7327279/7316814/99.86%
873.02) 10466/7333386/7322920/99.86%
873.03) 10467/7339498/7329031/99.86%
873.04) 10468/7345615/7335147/99.86%
873.05) 10469/7351738/7341269/99.86%
873.06) 10470/7357865/7347395/99.86%
873.07) 10471/7363998/7353527/99.86%
873.08) 10472/7370135/7359663/99.86%
873.09) 10473/7376278/7365805/99.86%
873.10) 10474/7382426/7371952/99.86%
873.11) 10475/7388579/7378104/99.86%
873.12) 10476/7394737/7384261/99.86%
874.01) 10477/7400900/7390423/99.86%
874.02) 10478/7407069/7396591/99.86%
874.03) 10479/7413242/7402763/99.86%
874.04) 10480/7419421/7408941/99.86%
874.05) 10481/7425605/7415124/99.86%
874.06) 10482/7431794/7421312/99.86%
874.07) 10483/7437988/7427505/99.86%
874.08) 10484/7444187/7433703/99.86%
874.09) 10485/7450392/7439907/99.86%
874.10) 10486/7456601/7446115/99.86%
874.11) 10487/7462816/7452329/99.86%
874.12) 10488/7469036/7458548/99.86%
875.01) 10489/7475262/7464773/99.86%
875.02) 10490/7481492/7471002/99.86%
875.03) 10491/7487727/7477236/99.86%
875.04) 10492/7493968/7483476/99.86%
875.05) 10493/7500214/7489721/99.86%
875.06) 10494/7506465/7495971/99.86%
875.07) 10495/7512722/7502227/99.86%
875.08) 10496/7518983/7508487/99.86%
875.09) 10497/7525250/7514753/99.86%
875.10) 10498/7531522/7521024/99.86%
875.11) 10499/7537800/7527301/99.86%
875.12) 10500/7544082/7533582/99.86%
876.01) 10501/7550370/7539869/99.86%
876.02) 10502/7556663/7546161/99.86%
876.03) 10503/7562961/7552458/99.86%
876.04) 10504/7569264/7558760/99.86%
876.05) 10505/7575573/7565068/99.86%
876.06) 10506/7581887/7571381/99.86%
876.07) 10507/7588206/7577699/99.86%
876.08) 10508/7594531/7584023/99.86%
876.09) 10509/7600861/7590352/99.86%
